ID_Folder;Nome_Sito;Indirizzo;Sistema;Sottocategoria;Attivita;Frequenza;Quantita;Stato_Documentale;Note;Data_Ultimo_Intervento
20;Via Aldini 72;Via Aldini 72;30.1;C2 - C6;Distribuzione elettrica, quadri, ecc.;m2 superficie lorda;5.508;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
21;Via Perini 22;Via Perini 22;30.1;C2 - C6;Distribuzione elettrica, quadri, ecc.;m2 superficie lorda;184;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
22;Via Cilea 146A;Via Francesco Cilea 146A;30.1;C2 - C6;Distribuzione elettrica, quadri, ecc.;m2 superficie lorda;405;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
23;Via Sanzio 9;Via Raffaello Sanzio 9;30.1;C2 - C6;Distribuzione elettrica, quadri, ecc.;m2 superficie lorda;303;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
24;Via Statuto 5;Via Statuto 5;30.1;C2 - C6;Distribuzione elettrica, quadri, ecc.;m2 superficie lorda;638;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
TBD;via S. Erlemblado 4d;TBD;30.1;C2 - C6;Distribuzione elettrica, quadri, ecc.;m2 superficie lorda;861;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
26;Via Padova 118;Via Padova 118;30.1;C2 - C6;Distribuzione elettrica, quadri, ecc.;m2 superficie lorda;275;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
27;L.go Volontari del sangue 1;Largo Volontari del Sangue 1;30.1;C2 - C6;Distribuzione elettrica, quadri, ecc.;m2 superficie lorda;677;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
28;Via Plebisciti 4;Corso Plebisciti 4;30.1;C2 - C6;Distribuzione elettrica, quadri, ecc.;m2 superficie lorda;276;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
29;Via Serlio 8;Via Serlio 8;30.1;C2 - C6;Distribuzione elettrica, quadri, ecc.;m2 superficie lorda;437;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
17;Via Fantoli 7;Via Fantoli 7;30.1;C2 - C6;Distribuzione elettrica, quadri, ecc.;m2 superficie lorda;601;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
31;V.le Puglie 33;Viale Puglie 33;30.1;C2 - C6;Distribuzione elettrica, quadri, ecc.;m2 superficie lorda;370;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
32;Via Natta 19;Via Giulio Natta 19;30.1;C2 - C6;Distribuzione elettrica, quadri, ecc.;m2 superficie lorda;395;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
TBD;via Oglio 18;TBD;30.1;C2 - C6;Distribuzione elettrica, quadri, ecc.;m2 superficie lorda;1.398;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
TBD;Via Rugabella 4/6;TBD;40.1;C4.02;Rifasatori;n.ro rifasatori;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
1;Via Doria 52;Via Andrea Doria 52;45.2;C5;Verifiche locali uso medico;n.ro locali gruppo 1 e 2;43;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
2;Via Don Orione 2;Via Don Orione 2;45.2;C5;Verifiche locali uso medico;n.ro locali gruppo 1 e 2;23;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
3;Via Farini 9;Via Carlo Farini 9;45.2;C5;Verifiche locali uso medico;n.ro locali gruppo 1 e 2;32;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
TBD;Via Rugabella 4/6;TBD;45.2;C5;Verifiche locali uso medico;n.ro locali gruppo 1 e 2;22;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
5;Via Sassi 4;Via Sassi 4;45.2;C5;Verifiche locali uso medico;n.ro locali gruppo 1 e 2;8;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
5;Via Sassi 4;Via Sassi 4;45.2;C5;Verifiche locali uso medico;n.ro locali gruppo 1 e 2;34;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
9;Via Calvairate 1;Via Calvairate 1;45.2;C5;Verifiche locali uso medico;n.ro locali gruppo 1 e 2;2;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
10;Via Polesine 6;Via Polesine 6;45.2;C5;Verifiche locali uso medico;n.ro locali gruppo 1 e 2;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
12;POT Bollate;Via (Bollate);45.2;C5;Verifiche locali uso medico;n.ro locali gruppo 1 e 2;5;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
15;Via Clericetti 22;Via Clericetti 22;45.2;C5;Verifiche locali uso medico;n.ro locali gruppo 1 e 2;9;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
16;Via Don Bosco 14;Via Don Bosco 14;45.2;C5;Verifiche locali uso medico;n.ro locali gruppo 1 e 2;4;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
17;Via Fantoli 7;Via Fantoli 7;45.2;C5;Verifiche locali uso medico;n.ro locali gruppo 1 e 2;11;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
18;Via Palombino 4;Via Monte Palombino 4;45.2;C5;Verifiche locali uso medico;n.ro locali gruppo 1 e 2;3;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
19;Via Quarenghi 21;Via Quarenghi 21;45.2;C5;Verifiche locali uso medico;n.ro locali gruppo 1 e 2;4;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
TBD;via S. Erlemblado 4d;TBD;45.2;C5;Verifiche locali uso medico;n.ro locali gruppo 1 e 2;2;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
27;L.go Volontari del sangue 1;Largo Volontari del Sangue 1;45.2;C5;Verifiche locali uso medico;n.ro locali gruppo 1 e 2;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
1;Via Doria 52;Via Andrea Doria 52;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;4.075;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
2;Via Don Orione 2;Via Don Orione 2;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;2.967;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
3;Via Farini 9;Via Carlo Farini 9;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;5.958;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
TBD;Via Rugabella 4/6;TBD;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;4.088;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
5;Via Sassi 4;Via Sassi 4;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;523;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
5;Via Sassi 4;Via Sassi 4;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;4.650;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
7;Viale Jenner 44;Viale Jenner 44;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;295;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
8;Via Livigno 3;Via Livigno 3;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;446;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
9;Via Calvairate 1;Via Calvairate 1;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;106;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
10;Via Polesine 6;Via Polesine 6;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;82;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
12;POT Bollate;Via (Bollate);45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;1.831;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
15;Via Clericetti 22;Via Clericetti 22;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;564;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
16;Via Don Bosco 14;Via Don Bosco 14;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;311;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
17;Via Fantoli 7;Via Fantoli 7;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;1.154;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
18;Via Palombino 4;Via Monte Palombino 4;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;109;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
19;Via Quarenghi 21;Via Quarenghi 21;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;641;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
20;Via Aldini 72;Via Aldini 72;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;5.508;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
21;Via Perini 22;Via Perini 22;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;184;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
22;Via Cilea 146A;Via Francesco Cilea 146A;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;405;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
23;Via Sanzio 9;Via Raffaello Sanzio 9;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;303;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
24;Via Statuto 5;Via Statuto 5;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;638;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
TBD;via S. Erlemblado 4d;TBD;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;861;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
26;Via Padova 118;Via Padova 118;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;275;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
27;L.go Volontari del sangue 1;Largo Volontari del Sangue 1;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;677;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
28;Via Plebisciti 4;Corso Plebisciti 4;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;276;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
29;Via Serlio 8;Via Serlio 8;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;437;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
17;Via Fantoli 7;Via Fantoli 7;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;601;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
31;V.le Puglie 33;Viale Puglie 33;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;370;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
32;Via Natta 19;Via Giulio Natta 19;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;395;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
TBD;via Oglio 18;TBD;45.1;C5;Verifiche impianti di terra e protezione scariche atmosferiche;m2 superficie lorda;1.398;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
1;Via Doria 52;Via Andrea Doria 52;49.1;D2.01- D2.02;Centrali idriche;n.ro vasche;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
3;Via Farini 9;Via Carlo Farini 9;49.1;D2.01- D2.02;Centrali idriche;n.ro vasche;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
TBD;Via Rugabella 4/6;TBD;49.1;D2.01- D2.02;Centrali idriche;n.ro vasche;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
1;Via Doria 52;Via Andrea Doria 52;50.1;D2.02;Impianti addolcimento;n.ro addolcitori;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
2;Via Don Orione 2;Via Don Orione 2;50.1;D2.02;Impianti addolcimento;n.ro addolcitori;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
3;Via Farini 9;Via Carlo Farini 9;50.1;D2.02;Impianti addolcimento;n.ro addolcitori;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
TBD;Via Rugabella 4/6;TBD;50.1;D2.02;Impianti addolcimento;n.ro addolcitori;2;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
7;Viale Jenner 44;Viale Jenner 44;50.1;D2.02;Impianti addolcimento;n.ro addolcitori;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
1;Via Doria 52;Via Andrea Doria 52;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;4.075;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
2;Via Don Orione 2;Via Don Orione 2;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;2.967;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
3;Via Farini 9;Via Carlo Farini 9;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;5.958;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
TBD;Via Rugabella 4/6;TBD;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;4.088;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
5;Via Sassi 4;Via Sassi 4;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;523;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
5;Via Sassi 4;Via Sassi 4;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;4.650;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
7;Viale Jenner 44;Viale Jenner 44;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;295;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
8;Via Livigno 3;Via Livigno 3;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;446;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
9;Via Calvairate 1;Via Calvairate 1;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;106;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
10;Via Polesine 6;Via Polesine 6;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;82;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
12;POT Bollate;Via (Bollate);51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;1.831;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
14;Viale Piceno 60;Viale Piceno 60;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;1.095;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
15;Via Clericetti 22;Via Clericetti 22;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;564;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
16;Via Don Bosco 14;Via Don Bosco 14;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;311;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
17;Via Fantoli 7;Via Fantoli 7;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;1.154;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
18;Via Palombino 4;Via Monte Palombino 4;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;109;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
19;Via Quarenghi 21;Via Quarenghi 21;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;590;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
20;Via Aldini 72;Via Aldini 72;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;5.508;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
21;Via Perini 22;Via Perini 22;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;184;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
22;Via Cilea 146A;Via Francesco Cilea 146A;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;405;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
23;Via Sanzio 9;Via Raffaello Sanzio 9;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;303;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
24;Via Statuto 5;Via Statuto 5;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;638;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
TBD;via S. Erlemblado 4d;TBD;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;861;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
26;Via Padova 118;Via Padova 118;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;275;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
27;L.go Volontari del sangue 1;Largo Volontari del Sangue 1;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;644;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
28;Via Plebisciti 4;Corso Plebisciti 4;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;276;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
29;Via Serlio 8;Via Serlio 8;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;437;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
17;Via Fantoli 7;Via Fantoli 7;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;601;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
31;V.le Puglie 33;Viale Puglie 33;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;370;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
32;Via Natta 19;Via Giulio Natta 19;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;395;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
TBD;via Oglio 18;TBD;51.1;D2.03 - D2.04;Distribuzione idrico sanitaria;m2 superficie lorda;1.398;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
1;Via Doria 52;Via Andrea Doria 52;52.1;D3.01;Apparecchiature controllo legionellosi;n.ro impianti produttori biossido di cloro;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
2;Via Don Orione 2;Via Don Orione 2;52.1;D3.01;Apparecchiature controllo legionellosi;n.ro impianti produttori biossido di cloro;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
3;Via Farini 9;Via Carlo Farini 9;52.1;D3.01;Apparecchiature controllo legionellosi;n.ro impianti produttori biossido di cloro;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
TBD;Via Rugabella 4/6;TBD;52.1;D3.01;Apparecchiature controllo legionellosi;n.ro impianti produttori biossido di cloro;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
5;Via Sassi 4;Via Sassi 4;52.1;D3.01;Apparecchiature controllo legionellosi;n.ro impianti produttori biossido di cloro;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
1;Via Doria 52;Via Andrea Doria 52;53.1;D3.01.06/07;Prove della legionella della rete idrico-sanitaria;n.ro analisi effettuate annue;3;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
2;Via Don Orione 2;Via Don Orione 2;53.1;D3.01.06/07;Prove della legionella della rete idrico-sanitaria;n.ro analisi effettuate annue;3;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
3;Via Farini 9;Via Carlo Farini 9;53.1;D3.01.06/07;Prove della legionella della rete idrico-sanitaria;n.ro analisi effettuate annue;3;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
TBD;Via Rugabella 4/6;TBD;53.1;D3.01.06/07;Prove della legionella della rete idrico-sanitaria;n.ro analisi effettuate annue;3;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
5;Via Sassi 4;Via Sassi 4;53.1;D3.01.06/07;Prove della legionella della rete idrico-sanitaria;n.ro analisi effettuate annue;3;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
5;Via Sassi 4;Via Sassi 4;53.1;D3.01.06/07;Prove della legionella della rete idrico-sanitaria;n.ro analisi effettuate annue;10;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
7;Viale Jenner 44;Viale Jenner 44;53.1;D3.01.06/07;Prove della legionella della rete idrico-sanitaria;n.ro analisi effettuate annue;3;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
8;Via Livigno 3;Via Livigno 3;53.1;D3.01.06/07;Prove della legionella della rete idrico-sanitaria;n.ro analisi effettuate annue;3;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
9;Via Calvairate 1;Via Calvairate 1;53.1;D3.01.06/07;Prove della legionella della rete idrico-sanitaria;n.ro analisi effettuate annue;3;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
10;Via Polesine 6;Via Polesine 6;53.1;D3.01.06/07;Prove della legionella della rete idrico-sanitaria;n.ro analisi effettuate annue;3;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
12;POT Bollate;Via (Bollate);53.1;D3.01.06/07;Prove della legionella della rete idrico-sanitaria;n.ro analisi effettuate annue;2;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
14;Viale Piceno 60;Viale Piceno 60;53.1;D3.01.06/07;Prove della legionella della rete idrico-sanitaria;n.ro analisi effettuate annue;2;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
15;Via Clericetti 22;Via Clericetti 22;53.1;D3.01.06/07;Prove della legionella della rete idrico-sanitaria;n.ro analisi effettuate annue;2;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
16;Via Don Bosco 14;Via Don Bosco 14;53.1;D3.01.06/07;Prove della legionella della rete idrico-sanitaria;n.ro analisi effettuate annue;2;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
17;Via Fantoli 7;Via Fantoli 7;53.1;D3.01.06/07;Prove della legionella della rete idrico-sanitaria;n.ro analisi effettuate annue;2;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
18;Via Palombino 4;Via Monte Palombino 4;53.1;D3.01.06/07;Prove della legionella della rete idrico-sanitaria;n.ro analisi effettuate annue;2;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
19;Via Quarenghi 21;Via Quarenghi 21;53.1;D3.01.06/07;Prove della legionella della rete idrico-sanitaria;n.ro analisi effettuate annue;2;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
20;Via Aldini 72;Via Aldini 72;53.1;D3.01.06/07;Prove della legionella della rete idrico-sanitaria;n.ro analisi effettuate annue;2;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
21;Via Perini 22;Via Perini 22;53.1;D3.01.06/07;Prove della legionella della rete idrico-sanitaria;n.ro analisi effettuate annue;2;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
22;Via Cilea 146A;Via Francesco Cilea 146A;53.1;D3.01.06/07;Prove della legionella della rete idrico-sanitaria;n.ro analisi effettuate annue;2;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
23;Via Sanzio 9;Via Raffaello Sanzio 9;53.1;D3.01.06/07;Prove della legionella della rete idrico-sanitaria;n.ro analisi effettuate annue;2;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
24;Via Statuto 5;Via Statuto 5;53.1;D3.01.06/07;Prove della legionella della rete idrico-sanitaria;n.ro analisi effettuate annue;2;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
